id,中文,zh-CN
2010180desc,"如果在请求行 查找到/web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且带有可XSS攻击的参数ServerName则规则匹配，拦截并设置参数","如果在请求行 查找到/web/msgList/viewmsg/actions/msgForwardToRiskFilter.asp且带有可XSS攻击的参数ServerName则规则匹配，拦截并设置参数"
2010180harm_desc,"      IBM Rational RequisitePro是一个功能强大而又易于使用的需求管理产品。 Rational RequisitePro所使用的ReqWebHelp组件没有对提交给/ReqWebHelp/basic/searchView.jsp页面的searchWord、maxHits、scopedSearch和scope参数，以及提交给/ReqWebHelp/advanced/workingSet.jsp页面的operation参数进行正确地验证就直接返回给用户，远程攻击者可以通过恶意的HTTP请求在用户浏览器会话中执行任意HTML和脚本代码。","IBM Rational RequisitePro是一个功能强大而又易于使用的需求管理产品。 Rational RequisitePro所使用的ReqWebHelp组件没有对提交给/ReqWebHelp/basic/searchView.jsp页面的searchWord、maxHits、scopedSearch和scope参数，以及提交给/ReqWebHelp/advanced/workingSet.jsp页面的operation参数进行正确地验证就直接返回给用户，远程攻击者可以通过恶意的HTTP请求在用户浏览器会话中执行任意HTML和脚本代码。"
2010180suggest,建议在web服务器把访问/ReqWebHelp/basic/searchView.jsp且存在searchWord参数等关键字都请求给过滤了,建议在web服务器把访问/ReqWebHelp/basic/searchView.jsp且存在searchWord参数等关键字都请求给过滤了
2010181name,"检测网页IBM Rational RequisitePro ReqWebHelp searchWord XSS攻击","检测网页IBM Rational RequisitePro ReqWebHelp searchWord XSS攻击"
2010181desc,"如果在请求行 查找到/ReqWebHelp/basic/searchView.jsp且带有可XSS攻击的参数searchWord则规则匹配，拦截并设置参数。","如果在请求行 查找到/ReqWebHelp/basic/searchView.jsp且带有可XSS攻击的参数searchWord则规则匹配，拦截并设置参数。"
2010181harm_desc,"      IBM Rational RequisitePro是一个功能强大而又易于使用的需求管理产品。 Rational RequisitePro所使用的ReqWebHelp组件没有对提交给/ReqWebHelp/basic/searchView.jsp页面的searchWord、maxHits、scopedSearch和scope参数，以及提交给/ReqWebHelp/advanced/workingSet.jsp页面的operation参数进行正确地验证就直接返回给用户，远程攻击者可以通过恶意的HTTP请求在用户浏览器会话中执行任意HTML和脚本代码。","IBM Rational RequisitePro是一个功能强大而又易于使用的需求管理产品。 Rational RequisitePro所使用的ReqWebHelp组件没有对提交给/ReqWebHelp/basic/searchView.jsp页面的searchWord、maxHits、scopedSearch和scope参数，以及提交给/ReqWebHelp/advanced/workingSet.jsp页面的operation参数进行正确地验证就直接返回给用户，远程攻击者可以通过恶意的HTTP请求在用户浏览器会话中执行任意HTML和脚本代码。"
2010181suggest,建议在web服务器把访问/ReqWebHelp/basic/searchView.jsp且存在maxHits参数等关键字都请求给过滤了,建议在web服务器把访问/ReqWebHelp/basic/searchView.jsp且存在maxHits参数等关键字都请求给过滤了
2010182name,"检测网页IBM Rational RequisitePro ReqWebHelp maxHits XSS攻击","检测网页IBM Rational RequisitePro ReqWebHelp maxHits XSS攻击"
2010182desc,"如果在请求行 查找到/ReqWebHelp/basic/searchView.jsp且带有可SQL注入的参数maxHits则规则匹配，拦截并设置参数。","如果在请求行 查找到/ReqWebHelp/basic/searchView.jsp且带有可SQL注入的参数maxHits则规则匹配，拦截并设置参数。"
2010182harm_desc,"      IBM Rational RequisitePro是一个功能强大而又易于使用的需求管理产品。 Rational RequisitePro所使用的ReqWebHelp组件没有对提交给/ReqWebHelp/basic/searchView.jsp页面的searchWord、maxHits、scopedSearch和scope参数，以及提交给/ReqWebHelp/advanced/workingSet.jsp页面的operation参数进行正确地验证就直接返回给用户，远程攻击者可以通过恶意的HTTP请求在用户浏览器会话中执行任意HTML和脚本代码。","IBM Rational RequisitePro是一个功能强大而又易于使用的需求管理产品。 Rational RequisitePro所使用的ReqWebHelp组件没有对提交给/ReqWebHelp/basic/searchView.jsp页面的searchWord、maxHits、scopedSearch和scope参数，以及提交给/ReqWebHelp/advanced/workingSet.jsp页面的operation参数进行正确地验证就直接返回给用户，远程攻击者可以通过恶意的HTTP请求在用户浏览器会话中执行任意HTML和脚本代码。"
2010182suggest,建议在web服务器把访问/ReqWebHelp/basic/searchView.jsp且存在scopedSearch参数等关键字都请求给过滤了,建议在web服务器把访问/ReqWebHelp/basic/searchView.jsp且存在scopedSearch参数等关键字都请求给过滤了
2010183name,"检测网页IBM Rational RequisitePro ReqWebHelp scopedSearch XSS攻击","检测网页IBM Rational RequisitePro ReqWebHelp scopedSearch XSS攻击"
2010183desc,"如果在请求行 查找到/ReqWebHelp/basic/searchView.jsp且带有可SQL注入的参数scopedSearch则规则匹配，拦截并设置参数。","如果在请求行 查找到/ReqWebHelp/basic/searchView.jsp且带有可SQL注入的参数scopedSearch则规则匹配，拦截并设置参数。"
2010183harm_desc,"      IBM Rational RequisitePro是一个功能强大而又易于使用的需求管理产品。 Rational RequisitePro所使用的ReqWebHelp组件没有对提交给/ReqWebHelp/basic/searchView.jsp页面的searchWord、maxHits、scopedSearch和scope参数，以及提交给/ReqWebHelp/advanced/workingSet.jsp页面的operation参数进行正确地验证就直接返回给用户，远程攻击者可以通过恶意的HTTP请求在用户浏览器会话中执行任意HTML和脚本代码。","IBM Rational RequisitePro是一个功能强大而又易于使用的需求管理产品。 Rational RequisitePro所使用的ReqWebHelp组件没有对提交给/ReqWebHelp/basic/searchView.jsp页面的searchWord、maxHits、scopedSearch和scope参数，以及提交给/ReqWebHelp/advanced/workingSet.jsp页面的operation参数进行正确地验证就直接返回给用户，远程攻击者可以通过恶意的HTTP请求在用户浏览器会话中执行任意HTML和脚本代码。"
2010183suggest,建议在web服务器把访问/ReqWebHelp/basic/searchView.jsp且存在scope参数等关键字都请求给过滤了,建议在web服务器把访问/ReqWebHelp/basic/searchView.jsp且存在scope参数等关键字都请求给过滤了
2010184name,"检测网页IBMIBM Rational RequisitePro ReqWebHelp scope XSS攻击","检测网页IBMIBM Rational RequisitePro ReqWebHelp scope XSS攻击"
2010184desc,"如果在请求行 查找到/ReqWebHelp/basic/searchView.jsp且带有可SQL注入的参数scope则规则匹配，拦截并设置参数。","如果在请求行 查找到/ReqWebHelp/basic/searchView.jsp且带有可SQL注入的参数scope则规则匹配，拦截并设置参数。"
2010184harm_desc,Philboard中/qte_result.php存在SQL注入漏洞，远程攻击者可以通过title参数执行任意SQL命令。,Philboard中/qte_result.php存在SQL注入漏洞，远程攻击者可以通过title参数执行任意SQL命令。
2010184suggest,"建议web服务器把uri中包含/qte_result.php并带有title参数的请求给过滤了。
",建议web服务器把uri中包含/qte_result.php并带有title参数的请求给过滤了。
2010189name,"检测  QUICKTEAM qte_result.php title参数UPDATE SET SQL注入攻击","检测  QUICKTEAM qte_result.php title参数UPDATE SET SQL注入攻击"
2010189desc,"如果在请求行 查找到/qte_result.php和GET并带有可SQL注入的参数title则规则匹配，拦截并设置参数","如果在请求行 查找到/qte_result.php和GET并带有可SQL注入的参数title则规则匹配，拦截并设置参数"
2010189harm_desc,"   justVisual 1.2版本中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到sites/test/pages/contact.php,的fs_jVroot参数中的一个URL，执行任意的PHP代码","justVisual 1.2版本中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到sites/test/pages/contact.php,的fs_jVroot参数中的一个URL，执行任意的PHP代码"
2010189suggest,"建议在web服务器把访问/system/pageTemplate.php且存在fs_jVroot参数的请求给过滤了
",建议在web服务器把访问/system/pageTemplate.php且存在fs_jVroot参数的请求给过滤了
2010191name," justVisual contact.php fs_jVroot 存在参数与远程文件捆绑尝试","justVisual contact.php fs_jVroot 存在参数与远程文件捆绑尝试"
2010191desc,"检测请求行中是否包含 GET和        /test/pages/contact.php。是否存在带有远程文件包含的参数fs_jVroot。如果规则匹配，将会阻断并设置相关参数","检测请求行中是否包含 GET和        /test/pages/contact.php。是否存在带有远程文件包含的参数fs_jVroot。如果规则匹配，将会阻断并设置相关参数"
2010191harm_desc,,
2010191suggest,"建议在web服务器把访问/system/pageTemplate.php且存在fs_jVroot参数的请求给过滤了
",建议在web服务器把访问/system/pageTemplate.php且存在fs_jVroot参数的请求给过滤了
2010192name," justVisual pageTemplate.php fs_jVroot 存在参数与远程文件捆绑尝试","justVisual pageTemplate.php fs_jVroot 存在参数与远程文件捆绑尝试"
2010192desc,"检测请求行中是否包含 GET和        /system/pageTemplate.php。是否存在带有远程文件包含的参数fs_jVroot。如果规则匹配，将会阻断并设置相关参数","检测请求行中是否包含 GET和        /system/pageTemplate.php。是否存在带有远程文件包含的参数fs_jVroot。如果规则匹配，将会阻断并设置相关参数"
2010192harm_desc,,
2010192suggest,"建议在web服务器把访问/system/utilities.php且存在fs_jVroot参数的请求给过滤了
",建议在web服务器把访问/system/utilities.php且存在fs_jVroot参数的请求给过滤了
2010193name," justVisual utilities.php fs_jVroot 存在参数与远程文件捆绑尝试","justVisual utilities.php fs_jVroot 存在参数与远程文件捆绑尝试"
2010193desc,"检测请求行中是否包含 GET和         /system/utilities.php。是否存在带有远程文件包含的参数fs_jVroot。如果规则匹配，将会阻断并设置相关参数","检测请求行中是否包含 GET和         /system/utilities.php。是否存在带有远程文件包含的参数fs_jVroot。如果规则匹配，将会阻断并设置相关参数"
2010193harm_desc,"KingCMS 0.6.0版本中的include/engine/content/elements/menu.php存在PHP远程文件包含漏洞。远程攻击者可以借助CONFIG[AdminPath]参数中的一个URL，执行任意的PHP代码。","KingCMS 0.6.0版本中的include/engine/content/elements/menu.php存在PHP远程文件包含漏洞。远程攻击者可以借助CONFIG[AdminPath]参数中的一个URL，执行任意的PHP代码。"
2010193suggest,建议web服务器把包含/include/engine/content/elements/menu.php，CONFIG[AdminPath]参数带有../的请求给过滤了。,建议web服务器把包含/include/engine/content/elements/menu.php，CONFIG[AdminPath]参数带有../的请求给过滤了。
