id,中文,中文
2012163suggest,建议在web服务器把含有类似/plugins/accept-signups/accept-signups_submit.php?email=email = script、onmouse等的uri的请求给过滤了,建议在web服务器把含有类似/plugins/accept-signups/accept-signups_submit.php?email=email = script、onmouse等的uri的请求给过滤了
2012164name, WORDPRESS 插件Accept Signups email参数  跨站脚本攻击尝试, WORDPRESS 插件Accept Signups email参数  跨站脚本攻击尝试
2012164harm_desc, GForge 3.3及更早版本中存在目录遍历漏洞，远程攻击者可以通过一个在传递给controller.php的(1)dir参数，或传递给controlleroo.php的(2)dir_name参数内的一个..(点点)来列示任意目录, GForge 3.3及更早版本中存在目录遍历漏洞，远程攻击者可以通过一个在传递给controller.php的(1)dir参数，或传递给controlleroo.php的(2)dir_name参数内的一个..(点点)来列示任意目录
2012164suggest,"建议在web服务器把访问/blocks/file/controller.php且存在DIR_FILES_BLOCK_TYPES_CORE参数的请求给过滤了
","建议在web服务器把访问/blocks/file/controller.php且存在DIR_FILES_BLOCK_TYPES_CORE参数的请求给过滤了
"
2012165name, Concrete DIR_FILES_BLOCK_TYPES_CORE 存在参数与远程文件捆绑尝试, Concrete DIR_FILES_BLOCK_TYPES_CORE 存在参数与远程文件捆绑尝试
2012165harm_desc,"Joomla com_xmovie 组件中存在目录遍历漏洞。远程攻击者可以借助对/com_xmovie/helpers/img.php的file参数中的一
个..，读取任意文件。","Joomla com_xmovie 组件中存在目录遍历漏洞。远程攻击者可以借助对/com_xmovie/helpers/img.php的file参数中的一
个..，读取任意文件。"
2012165suggest,建议web服务器把uri中包含 /com_xmovie/helpers/img.php并带有file参数带有..的请求给过滤了。,建议web服务器把uri中包含 /com_xmovie/helpers/img.php并带有file参数带有..的请求给过滤了。
2012166name,  Joomla部分 com_xmovie file参数文件捆绑,  Joomla部分 com_xmovie file参数文件捆绑
2012166harm_desc,Tiki Wiki CMS Groupware 存在目录遍历漏洞。远程攻击者可以借助向tiki-jsplugin.php传递的language参数中的“..”操作符，读取任意文件或者可能引起其他未明影响。,Tiki Wiki CMS Groupware 存在目录遍历漏洞。远程攻击者可以借助向tiki-jsplugin.php传递的language参数中的“..”操作符，读取任意文件或者可能引起其他未明影响。
2012166suggest,建议web服务器把包含/tiki-jsplugin.php，language参数带有../的请求给过滤了。,建议web服务器把包含/tiki-jsplugin.php，language参数带有../的请求给过滤了。
2012168name, Tiki Wiki 内容管理系统 Groupware language参数与本地文件捆绑尝试, Tiki Wiki 内容管理系统 Groupware language参数与本地文件捆绑尝试
2012168harm_desc,"Nucleus 3.23存在多个PHP远程文件包含漏洞。远程攻击者可以借助(1) path/action.php中, 以及对包括 (2) media.php, (3) /xmlrpc/server.php和(4) /xmlrpc/api_metaweblog.inc.php的path/nucleus中的文件的DIR_LIBS参数中的URL，执行任意PHP代码。 注：此漏洞类似于CVE-2006-2583。注：第三方对此提出反驳，声称DIR_LIBS 参数在被使用前已在include文件中定义","Nucleus 3.23存在多个PHP远程文件包含漏洞。远程攻击者可以借助(1) path/action.php中, 以及对包括 (2) media.php, (3) /xmlrpc/server.php和(4) /xmlrpc/api_metaweblog.inc.php的path/nucleus中的文件的DIR_LIBS参数中的URL，执行任意PHP代码。 注：此漏洞类似于CVE-2006-2583。注：第三方对此提出反驳，声称DIR_LIBS 参数在被使用前已在include文件中定义"
2012168suggest,"建议在web服务器把访问/action.php且存在DIR_LIBS参数的请求给过滤了
","建议在web服务器把访问/action.php且存在DIR_LIBS参数的请求给过滤了
"
2012181name,  Nucleus action.php远程文件捆绑尝试,  Nucleus action.php远程文件捆绑尝试
2012181harm_desc,"Nucleus 3.23存在多个PHP远程文件包含漏洞。远程攻击者可以借助(1) path/action.php中, 以及对包括 (2) media.php, (3) /xmlrpc/server.php和(4) /xmlrpc/api_metaweblog.inc.php的path/nucleus中的文件的DIR_LIBS参数中的URL，执行任意PHP代码。 注：此漏洞类似于CVE-2006-2583。注：第三方对此提出反驳，声称DIR_LIBS 参数在被使用前已在include文件中定义","Nucleus 3.23存在多个PHP远程文件包含漏洞。远程攻击者可以借助(1) path/action.php中, 以及对包括 (2) media.php, (3) /xmlrpc/server.php和(4) /xmlrpc/api_metaweblog.inc.php的path/nucleus中的文件的DIR_LIBS参数中的URL，执行任意PHP代码。 注：此漏洞类似于CVE-2006-2583。注：第三方对此提出反驳，声称DIR_LIBS 参数在被使用前已在include文件中定义"
2012181suggest,"建议在web服务器把访问/nucleus/media.php且存在DIR_LIBS参数的请求给过滤了
","建议在web服务器把访问/nucleus/media.php且存在DIR_LIBS参数的请求给过滤了
"
2012182name,  Nucleus media.php远程文件捆绑尝试,  Nucleus media.php远程文件捆绑尝试
2012182harm_desc,"Nucleus 3.23存在多个PHP远程文件包含漏洞。远程攻击者可以借助(1) path/action.php中, 以及对包括 (2) media.php, (3) /xmlrpc/server.php和(4) /xmlrpc/api_metaweblog.inc.php的path/nucleus中的文件的DIR_LIBS参数中的URL，执行任意PHP代码。 注：此漏洞类似于CVE-2006-2583。注：第三方对此提出反驳，声称DIR_LIBS 参数在被使用前已在include文件中定义","Nucleus 3.23存在多个PHP远程文件包含漏洞。远程攻击者可以借助(1) path/action.php中, 以及对包括 (2) media.php, (3) /xmlrpc/server.php和(4) /xmlrpc/api_metaweblog.inc.php的path/nucleus中的文件的DIR_LIBS参数中的URL，执行任意PHP代码。 注：此漏洞类似于CVE-2006-2583。注：第三方对此提出反驳，声称DIR_LIBS 参数在被使用前已在include文件中定义"
2012182suggest,"建议在web服务器把访问/nucleus/xmlrpc/server.php且存在DIR_LIBS参数的请求给过滤了
","建议在web服务器把访问/nucleus/xmlrpc/server.php且存在DIR_LIBS参数的请求给过滤了
"
2012184name, Nucleus server.php远程文件捆绑尝试, Nucleus server.php远程文件捆绑尝试
2012184harm_desc,"Nucleus 3.23存在多个PHP远程文件包含漏洞。远程攻击者可以借助(1) path/action.php中, 以及对包括 (2) media.php, (3) /xmlrpc/server.php和(4) /xmlrpc/api_metaweblog.inc.php的path/nucleus中的文件的DIR_LIBS参数中的URL，执行任意PHP代码。 注：此漏洞类似于CVE-2006-2583。注：第三方对此提出反驳，声称DIR_LIBS 参数在被使用前已在include文件中定义","Nucleus 3.23存在多个PHP远程文件包含漏洞。远程攻击者可以借助(1) path/action.php中, 以及对包括 (2) media.php, (3) /xmlrpc/server.php和(4) /xmlrpc/api_metaweblog.inc.php的path/nucleus中的文件的DIR_LIBS参数中的URL，执行任意PHP代码。 注：此漏洞类似于CVE-2006-2583。注：第三方对此提出反驳，声称DIR_LIBS 参数在被使用前已在include文件中定义"
2012184suggest,"建议在web服务器把访问/nucleus/libs/PLUGINADMIN.php且存在DIR_LIBS参数的请求给过滤了
","建议在web服务器把访问/nucleus/libs/PLUGINADMIN.php且存在DIR_LIBS参数的请求给过滤了
"
2012185name,  Nucleus PLUGINADMIN.php远程文件捆绑尝试,  Nucleus PLUGINADMIN.php远程文件捆绑尝试
2012185harm_desc,"axdcms存在目录遍历漏洞。远程攻击者可以借助向/modules/profile/user.php传递的aXconf[default_language] 参数中的“..”操作符，读取任意文件或者可能引起其他未明影响。
","axdcms存在目录遍历漏洞。远程攻击者可以借助向/modules/profile/user.php传递的aXconf[default_language] 参数中的“..”操作符，读取任意文件或者可能引起其他未明影响。
"
2012185suggest,建议web服务器把包含/modules/profile/user.php，aXconf[default_language] 参数带有../的请求给过滤了。,建议web服务器把包含/modules/profile/user.php，aXconf[default_language] 参数带有../的请求给过滤了。
2012186name, axdcms aXconf参数与本地文件捆绑尝试, axdcms aXconf参数与本地文件捆绑尝试
2012186harm_desc,bizdir的bizdir.cgi中存在跨站脚本攻击漏洞。远程攻击者可以借助f_srch参数，注入任意的web脚本或HTML,bizdir的bizdir.cgi中存在跨站脚本攻击漏洞。远程攻击者可以借助f_srch参数，注入任意的web脚本或HTML
2012186suggest,建议在web服务器把访问bizdir/bizdir.cgi且存在f_srch参数等关键字都请求给过滤了,建议在web服务器把访问bizdir/bizdir.cgi且存在f_srch参数等关键字都请求给过滤了
2012187name,检测 bizdir.cgi f_srch参数XSS攻击,检测 bizdir.cgi f_srch参数XSS攻击
2012187harm_desc,        Zimplit CMS 3.0也可能在之前版本中存在多个跨站脚本攻击漏洞。远程攻击者可以借助(1)对zimplit.php文件的load操作中的file参数，以及(2)向English_manual_version_2.php文件传递的client参数注入任意web脚本或者HTML。,        Zimplit CMS 3.0也可能在之前版本中存在多个跨站脚本攻击漏洞。远程攻击者可以借助(1)对zimplit.php文件的load操作中的file参数，以及(2)向English_manual_version_2.php文件传递的client参数注入任意web脚本或者HTML。
2012187suggest,建议在web服务器把访问English_manual_version_2.php且存在client参数等关键字都请求给过滤了,建议在web服务器把访问English_manual_version_2.php且存在client参数等关键字都请求给过滤了
2012190name,检测 Zimplit CMS client参数XSS攻击,检测 Zimplit CMS client参数XSS攻击
2012190harm_desc,        Zimplit CMS 3.0也可能在之前版本中存在多个跨站脚本攻击漏洞。远程攻击者可以借助(1)对zimplit.php文件的load操作中的file参数，以及(2)向English_manual_version_2.php文件传递的client参数注入任意web脚本或者HTML。,        Zimplit CMS 3.0也可能在之前版本中存在多个跨站脚本攻击漏洞。远程攻击者可以借助(1)对zimplit.php文件的load操作中的file参数，以及(2)向English_manual_version_2.php文件传递的client参数注入任意web脚本或者HTML。
2012190suggest,建议在web服务器把访问zimplit.php且存在file参数等关键字都请求给过滤了,建议在web服务器把访问zimplit.php且存在file参数等关键字都请求给过滤了
2012191name,检测 Zimplit CMS file参数XSS攻击,检测 Zimplit CMS file参数XSS攻击
2012191harm_desc,CMS Mundo 1.0 build 008以及可能的其他版本存在多个SQL注入漏洞。远程攻击者可以借助(1)(a) news 模块中的news_id 参数，(2)(b)search 模块中的 searchstring 参数， (3)(c)webshop 模块中的 id 参数，(4) (d) index.php中的username 参数， 以及(e) 用户配置文件更新过程中的(5) Name， (6) Address， (7) Zip，(8) City， (9) Country和(10) Email字段，执行任意SQL指令。,CMS Mundo 1.0 build 008以及可能的其他版本存在多个SQL注入漏洞。远程攻击者可以借助(1)(a) news 模块中的news_id 参数，(2)(b)search 模块中的 searchstring 参数， (3)(c)webshop 模块中的 id 参数，(4) (d) index.php中的username 参数， 以及(e) 用户配置文件更新过程中的(5) Name， (6) Address， (7) Zip，(8) City， (9) Country和(10) Email字段，执行任意SQL指令。
2012191suggest,"建议web服务器把uri中包含/program/moduler_banner_aabn.php并带有id参数的请求给过滤了。
","建议web服务器把uri中包含/program/moduler_banner_aabn.php并带有id参数的请求给过滤了。
"
2012215name,检测 Tunngavik CMS id参数UPDATE SET SQL注入攻击,检测 Tunngavik CMS id参数UPDATE SET SQL注入攻击
2012215harm_desc,B-Cumulus的tagcloud.swf中存在跨站脚本攻击漏洞。远程攻击者可以借助tagcloud参数，注入任意的web脚本或HTML,B-Cumulus的tagcloud.swf中存在跨站脚本攻击漏洞。远程攻击者可以借助tagcloud参数，注入任意的web脚本或HTML
2012215suggest,建议在web服务器把访问tagcloud.swf且存在tagcloud参数与mode=tags等关键字都请求给过滤了,建议在web服务器把访问tagcloud.swf且存在tagcloud参数与mode=tags等关键字都请求给过滤了
2012216name,检测 B-Cumulus tagcloud.swf XSS攻击,检测 B-Cumulus tagcloud.swf XSS攻击
2012216harm_desc,,
2012216suggest,建议web服务器把包含/op/op.Login.php，lang参数带有../的请求给过滤了。,建议web服务器把包含/op/op.Login.php，lang参数带有../的请求给过滤了。
