id,中文,en-US
2011100harm_desc,"WordPress的WP-Cumulus插件1.23之前版本和Joomla!的Joomulus模块2.0及之前版本中使用的Roy Tanck tagcloud.swf中存在跨站脚本攻击漏洞。远程攻击者可借助标签操作中的tagcloud参数注入任意web脚本或HTML","Roy Tanck tagcloud.swf in WordPress WP-Cumulus plugin 1.23 and earlier as well as Joomla! Joomulus module 2.0 and earlier is prone to cross-site scripting vulnerability. Remote attacker can inject arbitrary web script or HTML via tagcloud parameter in Tao operation."
2011100suggest,"建议在web服务器把含有类似wp-content/plugins/wp-cumulus/tagcloud.swf?mode=tags&tagcloud=tagcloud= script/alert等的uri的请求给过滤了","It is suggested to filter the request that contians uri like wp-content/plugins/wp-cumulus/tagcloud.swf?mode=tags&tagcloud=tagcloud= script/alert at the web server."
2011107name," WordPress WP-Cumulus 插件tagcloud.swf 跨站脚本攻击尝试","WordPress WP-Cumulus Plugin tagcloud.swf Cross-Site Scripting Attempt"
2011107desc,"检测请求是否为GET，和在请求行中带有   /wp-content/plugins/wp-cumulus/tagcloud.swf。tagcloud 中是否包含tagcloud=.+(script|alert|onmouse[a-z]+|onkey[a-z]+|onload|onunload|ondragdrop|onblur|onfocus|onclick|ondblclick|onsubmit|onreset|onselect|onchange)。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /wp-content/plugins/wp-cumulus/tagcloud.swf, and if ""tagcloud"" contains tagcloud=.+(script|alert|onmouse[a-z]+|onkey[a-z]+|onload|onunload|ondragdrop|onblur|onfocus|onclick|ondblclick|onsubmit|onreset|onselect|onchange). If all the rules are matched, request would be blocked and relevant parameters would be set."
2011107harm_desc,,"Cross Site Scripting Vulnerability in wflogin.jsp in Aris Global ARISg allows remote attackers to inject arbitrary web scripts or HTML with the help of the errmsg parameter"
2011107suggest,"建议在web服务器把访问/Aris/wflogin.jsp且存在errmsg参数的请求给过滤了
","It is suggested to filter the request that with a errmsg parameter and accesses to /Aris/wflogin.jsp at the web server."
2011114name,"检测网页ARISg ERRMSG参数跨站脚本攻击","ARISg errmsg Parameter Cross Site Scripting Attempt"
2011114desc,"如果在请求行 查找到 /Aris/wflogin.jsp且带有可XSS攻击的参数errmsg则规则匹配，拦截。","If the request contains /Aris/wflogin.jsp and the parameter ""errmsg"" that is vulnerable to XSS attack, request would be blocked and relevant parameters would be set."
2011114harm_desc,,"There is a cross-site scripting (XSS) vulnerability in cPanel's frontend / x3 / files / fileop.html that allows remote attackers to inject arbitrary page scripts or HTML via the fileop parameter."
2011114suggest,建议在web服务器把访问frontend/x3/files/fileop.html且存在fileop参数等关键字都请求给过滤了,"It is suggested to filter the request that with a fileop parameter and accesses to frontend/x3/files/fileop.html at the web server."
2011115name,"检测 cPanel fileop参数XSS攻击","cPanel fileop Parameter Cross Site Scripting Attempt"
2011115desc,"如果在请求行 查找到/frontend/x3/files/fileop.html且带有可SQL注入的参数fileop则规则匹配，拦截并设置参数","If the request contains /frontend/x3/files/fileop.html and the parameter ""fileop"" that is vulnerable to SQL injection, request would be blocked and relevant parameters would be set."
2011115harm_desc,Gallo的core/includes/gfw_smarty.php存在PHP远程文件包含漏洞，当magic_quotes_gpc被禁用时，远程攻击者可通过config[gfwroot]参数的URL执行任意PHP代码。,"core/includes/gfw_smarty.php in Gallo is prone to multiple PHP remote file inclusion vulnerability, when the 'magic_quotes_gpc' is disabled, remote attacker can execute arbitrary PHP code via a URL of config[gfwroot] parameter."
2011115suggest,"建议web服务器把包含 /core/includes/gfw_smarty.php，config[gfwroot]参数带有../的请求给过滤了。","It is suggested to filter the requests whose uri include /core/includes/gfw_smarty.php and a config[gfwroot] parameter with '../' at the web server."
2011116name,"  Gallo gfw_smarty.php gfwroot 存在参数与远程文件捆绑尝试","Gallo gfw_smarty.php gfwroot Parameter Remote File Inclusion Attempt"
2011116desc,"检测请求是否为GET，和在请求行中带有      /core/includes/gfw_smarty.php。  是否存在带有远程文件包含的参数config[gfwroot]。如果规则匹配，将会阻断并设置相关参数","Check if the request contains GET and /core/includes/gfw_smarty.php, and if the parameter ""config[gfwroot]"" containing remote file inclusion exists. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011116harm_desc,"        PowerEasy和PowerEasy SiteWeaver的User/User_ChkLogin.asp存在跨站脚本攻击(XSS)漏洞，远程攻击者可通过ComeUrl参数注入任意web脚本或HTML。","User/User_ChkLogin.asp in PowerEasy as well as PowerEasy SiteWeaver is prone to cross-site scripting vulnerability. Remote attacker can inject arbitrary web script or HTML via ComeUrl parameter."
2011116suggest,建议在web服务器把访问user/User_ChkLogin.asp且存在ComeUrl参数等关键字都请求给过滤了,"It is suggested to filter the request that with a ComeUrl parameter and accesses to user/User_ChkLogin.asp at the web server."
2011117name,"检测PowerEasy ComeUrl参数XSS攻击","PowerEasy ComeUrl Parameter Cross Site Scripting Attempt"
2011117desc,"如果在请求行 查找到/user/User_ChkLogin.asp且带有可SQL注入的参数ComeUrl则规则匹配，拦截并设置参数","If the request contains /user/User_ChkLogin.asp and the parameter ""ComeUrl"" that is vulnerable to SQL injection, request would be blocked and relevant parameters would be set."
2011117harm_desc,"Joomla jwmmxtd 组件中的/administrator/components/com_jwmmxtd/admin.jwmmxtd.php存在PHP远程文件包含漏洞。远程攻击者可以借助mosConfig_absolute_path参数中的一个URL，执行任意的PHP代码。","/administrator/components/com_jwmmxtd/admin.jwmmxtd.php in Joomla jwmmxtd is prone to multiple PHP remote file inclusion vulnerability, remote attacker can execute arbitrary PHP code via a URL of mosConfig_absolute_path parameter."
2011117suggest,"建议web服务器把uri中包含/administrator/components/com_jwmmxtd/admin.jwmmxtd.php并带有mosConfig_absolute_path参数带有一个url 的请求给过滤了。
","It is suggested to filter the requests whose uri include /administrator/components/com_jwmmxtd/admin.jwmmxtd.php and with a mosConfig_absolute_path parameter at the web server."
2011131name," Joomla jwmmxtd部分 mosConfig_absolute_path 存在参数与远程文件捆绑","Joomla jwmmxtd Component mosConfig_absolute_path Parameter Remote File Inclusion"
2011131desc,"检测请求是否为GET，和在请求行中带有  /administrator/components/com_jwmmxtd/admin.jwmmxtd.php。 mosConfig_absolute_path 参数的值是否包含mosConfig_absolute_path=(ftps?|https?|php):/。如果规则匹配将会阻断并设置相关参数","Check if the request contains GET and /administrator/components/com_jwmmxtd/admin.jwmmxtd.php, and if the parameter ""mosConfig_absolute_path"" contains mosConfig_absolute_path=(ftps?|https?|php):/. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011131harm_desc,"Joomla com_universa组件中的/administrator/components/com_universal/includes/config/config.html.php存在PHP远程文件包含漏洞。远程攻击者可以借助mosConfig_absolute_path参数中的一个URL，执行任意的PHP代码。","/administrator/components/com_universal/includes/config/config.html.php in Joomla com_universa is prone to multiple PHP remote file inclusion vulnerability, remote attacker can execute arbitrary PHP code via a URL of mosConfig_absolute_path parameter in /e107_handlers/secure_img_handler.php."
2011131suggest,"建议web服务器把uri中包含/administrator/components/com_universal/includes/config/config.html.php并带有mosConfig_absolute_path参数带有一个url 的请求给过滤了。
","It is suggested to filter the requests whose uri include /administrator/components/com_universal/includes/config/config.html.php and with a mosConfig_absolute_path parameter at the web server."
2011132name," Joomla com_universal部分远程文件捆绑","Joomla com_universal Component Remote File Inclusion"
2011132desc,"检测请求是否为GET，和在请求行中带有  /administrator/components/com_jwmmxtd/admin.jwmmxtd.php。 mosConfig_absolute_path 参数的值是否包含mosConfig_absolute_path=(ftps?|https?|php):/。如果规则匹配将会阻断并设置相关参数","Check if the request contains GET and /administrator/components/com_jwmmxtd/admin.jwmmxtd.php, and if the parameter ""mosConfig_absolute_path"" contains mosConfig_absolute_path=(ftps?|https?|php):/. If all the rules are matched, request would be blocked and relevant parameters would be set."
2011132harm_desc,"PHP-Nuke的/links.php存在多个SQL注入漏洞，远程攻击者可以借助sid参数执行任意SQL命令。
","/links.php in PHP-Nuke is prone to SQL injection vulnerability. Attacker can execute SQL commmand via sid parameter."
2011132suggest,"建议web服务器把uri中包含/links.php并带有op=viewslink&sid参数的请求给过滤了。
","It is suggested to filter the requests whose uri include /links.php and with a op=viewslink&sid parameter at the web server."
2011137name,"检测 PHP-Nuke viewslink module sid参数UPDATE SET SQL注入攻击","PHP-Nuke viewslink module sid Parameter UPDATE SET SQL Injection Attempt"
2011137desc,"如果在请求行 查找到/links.php和GET和op=viewslink&并带有可SQL注入的参数sid则规则匹配，拦截并设置参数","If the request contains /links.php, GET, op=viewslink& and the parameter ""sid"" that is vulnerable to SQL injection, request would be blocked and relevant parameters would be set."
2011137harm_desc,"     Free Directory Script是一个基于PHP开发的功能丰富的免费目录脚本。 
        Free Directory Script 1.1.1版本的init.php中存在PHP远程文件包含漏洞,当register_globals被激活时,远程攻击者可以借助API_HOME_DIR参数中的一个URL,执行任意PHP代码。","Free Directory Script is feature-rich free directory script developed on PHP.
init.php in Free Directory Script 1.1.1 is prone to multiple PHP remote file inclusion vulnerability, when the 'register_globals' is activated,  remote attacker can execute arbitrary PHP code via a URL of API_HOME_DIR parameter."
2011137suggest,建议web服务器把包含/index.php和option=com_jeajaxeventcalendar，view参数带有../的请求给过滤了。,"It is suggested to filter the requests whose uri include /index.php and option=com_jeajaxeventcalendar and a view parameter with '../' at the web server."
2011140name,"  JE Ajax Event Calendar view参数与本地文件捆绑尝试","JE Ajax Event Calendar view Parameter Local File Inclusion Attempt"
